Date,Time,GHI,GTI,TEMP,PVOUT,WS,WD,RH,PREC,AP,PWAT,SWE
08.12.2019,16:52,52,63,23.2,1467.986,5.4,13,85.3,0,990.5,42,581.11
08.12.2019,17:07,20,20,23,481.479,5.3,12,85.7,0,987.8,41.9,581.11
08.12.2019,17:22,0,0,22.9,0,5.2,11,86.1,0,987.5,41.9,581.11
08.12.2019,17:37,0,0,22.7,0,5,9,86.4,0,987.4,41.9,581.11
08.12.2019,17:52,0,0,22.6,0,4.9,8,86.8,0,987.6,41.9,581.11
08.12.2019,18:07,0,0,22.4,0,4.8,6,87.2,0,988.1,41.9,581.11
08.12.2019,18:22,0,0,22.3,0,4.7,4,87.6,0,991,41.9,581.11
08.12.2019,18:37,0,0,22.1,0,4.5,2,88,0,994,41.9,581.11
08.12.2019,18:52,0,0,22,0,4.4,1,88.3,0,996.9,41.9,581.11
08.12.2019,19:07,0,0,21.8,0,4.3,359,88.7,0,999.4,41.9,581.11
08.12.2019,19:22,0,0,21.8,0,4.3,358,88.7,0,997,42,581.11
08.12.2019,19:37,0,0,21.8,0,4.2,358,88.7,0,994.4,42.1,581.11
08.12.2019,19:52,0,0,21.8,0,4.2,357,88.6,0,991.5,42.2,581.11
08.12.2019,20:07,0,0,21.8,0,4.1,357,88.6,0,988.8,42.3,581.11
08.12.2019,20:22,0,0,21.8,0,4.1,357,88.6,0,988.5,42.4,581.11
08.12.2019,20:37,0,0,21.8,0,4,356,88.5,0,988.4,42.4,581.11
08.12.2019,20:52,0,0,21.8,0,4,356,88.5,0,988.6,42.5,581.11
08.12.2019,21:07,0,0,21.8,0,3.9,355,88.5,0,989.1,42.6,581.11
08.12.2019,21:22,0,0,21.8,0,3.8,355,88.5,0,992.1,42.7,581.11
08.12.2019,21:37,0,0,21.8,0,3.8,354,88.5,0,995,42.8,581.11
08.12.2019,21:52,0,0,21.8,0,3.7,354,88.4,0,997.9,42.9,581.11
08.12.2019,22:07,0,0,21.8,0,3.7,353,88.4,0,1000.4,43,581.11
08.12.2019,22:22,0,0,21.8,0,3.7,354,88.6,0,997.9,43.2,581.11
08.12.2019,22:37,0,0,21.7,0,3.7,354,88.8,0,995,43.4,581.11
08.12.2019,22:52,0,0,21.7,0,3.7,355,89,0,992.1,43.6,581.11
08.12.2019,23:07,0,0,21.7,0,3.7,355,89.2,0,989.1,43.8,581.11
08.12.2019,23:22,0,0,21.7,0,3.7,355,89.4,0,988.6,44,581.11
08.12.2019,23:37,0,0,21.7,0,3.7,356,89.6,0,988.4,44.2,581.11
08.12.2019,23:52,0,0,21.6,0,3.7,356,89.7,0,988.5,44.5,581.11
09.12.2019,00:07,0,0,21.6,0,3.7,357,89.9,0,988.8,44.7,581.11
09.12.2019,00:22,0,0,21.6,0,3.7,357,90.1,0,991.5,44.9,581.11
09.12.2019,00:37,0,0,21.6,0,3.7,358,90.3,0,994.4,45.2,581.11
09.12.2019,00:52,0,0,21.5,0,3.7,358,90.5,0,997,45.4,581.11
09.12.2019,01:07,0,0,21.5,0,3.7,358,90.7,0,999.4,45.5,581.11
09.12.2019,01:22,0,0,21.5,0,3.7,358,90.7,0,996.9,45.5,581.11
09.12.2019,01:37,0,0,21.5,0,3.8,358,90.7,0,994.1,45.5,581.11
09.12.2019,01:52,0,0,21.5,0,3.8,357,90.7,0,991.1,45.4,581.11
09.12.2019,02:07,0,0,21.5,0,3.8,357,90.7,0,988.2,45.3,581.11
09.12.2019,02:22,0,0,21.5,0,3.9,357,90.7,0,987.7,45.2,581.11
09.12.2019,02:37,0,0,21.5,0,3.9,356,90.7,0,987.6,45.2,581.11
09.12.2019,02:52,0,0,21.5,0,3.9,356,90.7,0,987.6,45.1,581.11
09.12.2019,03:07,0,0,21.5,0,4,356,90.7,0,988,45,581.11
09.12.2019,03:22,0,0,21.5,0,4,355,90.7,0,990.7,45,581.11
09.12.2019,03:37,0,0,21.5,0,4,355,90.7,0,993.5,44.9,581.11
09.12.2019,03:52,0,0,21.5,0,4.1,355,90.7,0,996.2,44.8,581.11
09.12.2019,04:07,0,0,21.5,0,4.1,355,90.7,0,998.6,44.8,581.11
09.12.2019,04:22,0,0,21.6,0,4.1,356,90.6,0,996.3,44.9,581.11
09.12.2019,04:37,0,0,21.6,0,4.1,357,90.5,0,993.7,45,581.11
09.12.2019,04:52,0,0,21.6,0,4.1,358,90.4,0,991,45.1,581.11
09.12.2019,05:07,0,0,21.7,0,4.2,359,90.4,0,988.3,45.2,581.11
09.12.2019,05:22,0,0,21.7,0,4.2,0,90.3,0,988,45.3,581.11
09.12.2019,05:37,0,0,21.8,0,4.2,1,90.2,0,988,45.4,581.11
09.12.2019,05:52,0,0,21.8,0,4.2,2,90.1,0,988.3,45.5,581.11
09.12.2019,06:07,9,9,21.8,73.738,4.2,3,90.1,0,988.9,45.6,581.11
09.12.2019,06:22,21,21,21.9,432.29,4.3,4,90,0,991.9,45.7,581.11
09.12.2019,06:37,33,33,21.9,854.595,4.3,5,89.9,0,994.9,45.8,581.11
09.12.2019,06:52,45,44,21.9,1303.069,4.3,6,89.8,0,997.8,45.9,581.11
09.12.2019,07:07,57,56,22,1779.791,4.4,7,89.7,0,1000.4,46,581.11
09.12.2019,07:22,70,68,22.1,2282.081,4.5,9,89.4,0,998,46.1,581.11
09.12.2019,07:37,82,80,22.2,2785.635,4.7,10,89,0,995.4,46.2,581.11
09.12.2019,07:52,93,92,22.3,3287.313,4.9,11,88.6,0.1,992.6,46.3,581.11
09.12.2019,08:07,106,104,22.4,3813.536,5,13,88.2,0.1,989.8,46.4,581.11
09.12.2019,08:22,119,117,22.5,4363.369,5.2,14,87.8,0.1,989.5,46.5,581.11
09.12.2019,08:37,131,129,22.6,4892.887,5.4,15,87.4,0.1,989.4,46.6,581.11
09.12.2019,08:52,142,141,22.7,5400.948,5.6,16,87.1,0.1,989.6,46.7,581.11
09.12.2019,09:07,155,153,22.8,5955.981,5.8,17,86.7,0.1,990.1,46.8,581.11
09.12.2019,09:22,169,167,22.9,6557.769,5.9,18,86.3,0.1,993,46.9,581.11
09.12.2019,09:37,186,184,23,7297.822,6.1,19,85.9,0.1,996,47,581.11
09.12.2019,09:52,206,204,23.1,8175.479,6.3,19,85.5,0.2,998.9,47.1,581.11
09.12.2019,10:07,239,237,23.2,9614.513,6.5,20,85.2,0.2,1001.3,47.2,581.11
09.12.2019,10:22,284,283,23.3,11607.458,6.6,20,84.6,0.2,998.8,47.1,581.11
09.12.2019,10:37,322,322,23.5,13271.566,6.6,20,84,0.2,995.9,47,581.11
09.12.2019,10:52,353,354,23.6,14611.43,6.7,21,83.4,0.1,992.8,46.8,581.11
09.12.2019,11:07,393,399,23.7,16531.605,6.7,21,82.8,0.1,989.8,46.7,581.11
09.12.2019,11:22,441,451,23.8,18695.596,6.8,21,82.2,0.1,989.2,46.6,581.11
09.12.2019,11:37,480,493,23.9,20454.266,6.9,21,81.6,0.1,988.9,46.5,581.11
09.12.2019,11:52,511,531,24,22011.105,6.9,21,81,0.1,988.9,46.4,581.11
09.12.2019,12:07,553,577,24.2,23890.648,7,21,80.4,0.1,989.1,46.2,581.11
09.12.2019,12:22,607,642,24.3,26473.68,7.1,21,79.8,0.1,991.8,46.1,581.11
09.12.2019,12:37,631,669,24.4,27588.391,7.1,21,79.2,0.1,994.5,46,581.11
09.12.2019,12:52,628,667,24.5,27503.93,7.2,22,78.6,0,997,45.9,581.11
09.12.2019,13:07,605,643,24.6,26558.916,7.2,22,78,0,999.3,45.8,581.11
09.12.2019,13:22,563,597,24.5,24746.422,7.2,22,78.4,0,996.8,45.8,581.11
09.12.2019,13:37,524,556,24.4,23099.641,7.2,22,78.8,0,994,45.8,581.11
09.12.2019,13:52,489,515,24.3,21447.475,7.2,22,79.3,0,991,45.8,581.11
09.12.2019,14:07,452,476,24.2,19817.748,7.2,22,79.8,0,988.1,45.8,581.11
09.12.2019,14:22,411,433,24,18019.705,7.2,23,80.2,0,987.7,45.8,581.11
09.12.2019,14:37,372,392,23.9,16296.411,7.2,23,80.6,0,987.4,45.8,581.11
09.12.2019,14:52,335,354,23.8,14653.459,7.2,23,81.1,0,987.5,45.8,581.11
09.12.2019,15:07,297,313,23.7,12874.357,7.2,23,81.5,0,987.8,45.8,581.11
09.12.2019,15:22,255,267,23.6,10880.675,7.2,23,81.9,0,990.5,45.8,581.11
09.12.2019,15:37,218,231,23.5,9259.047,7.2,24,82.4,0,993.3,45.8,581.11
09.12.2019,15:52,185,198,23.4,7740.34,7.2,24,82.8,0,996,45.8,581.11
09.12.2019,16:07,152,165,23.3,6211.92,7.2,24,83.2,0,998.3,45.8,581.11
09.12.2019,16:22,119,134,23.1,4756.756,7,23,83.6,0,996.1,45.8,581.11
09.12.2019,16:37,86,99,23,3230.99,6.7,22,83.9,0,993.5,45.8,581.11
09.12.2019,16:52,53,63,22.8,1485.877,6.4,21,84.2,0,990.8,45.8,581.11
09.12.2019,17:07,21,20,22.7,494.071,6.2,19,84.5,0,988.1,45.8,581.11
09.12.2019,17:22,0,0,22.5,0,5.9,18,84.8,0,987.9,45.8,581.11
09.12.2019,17:37,0,0,22.3,0,5.7,16,85.1,0,987.9,45.8,581.11
09.12.2019,17:52,0,0,22.2,0,5.4,15,85.4,0,988.2,45.8,581.11
09.12.2019,18:07,0,0,22,0,5.2,13,85.8,0,988.8,45.7,581.11
09.12.2019,18:22,0,0,21.9,0,5,11,86.1,0,991.8,45.7,581.11
09.12.2019,18:37,0,0,21.7,0,4.7,9,86.4,0,994.9,45.7,581.11
09.12.2019,18:52,0,0,21.5,0,4.5,6,86.7,0,997.8,45.7,581.11
09.12.2019,19:07,0,0,21.4,0,4.3,4,87,0,1000.4,45.7,581.11
09.12.2019,19:22,0,0,21.4,0,4.3,3,87,0,998.1,45.7,581.11
09.12.2019,19:37,0,0,21.3,0,4.3,2,87.1,0,995.4,45.7,581.11
09.12.2019,19:52,0,0,21.3,0,4.2,2,87.1,0,992.6,45.7,581.11
09.12.2019,20:07,0,0,21.3,0,4.2,1,87.1,0,989.8,45.7,581.11
09.12.2019,20:22,0,0,21.3,0,4.2,1,87.1,0,989.5,45.7,581.11
09.12.2019,20:37,0,0,21.3,0,4.2,360,87.1,0,989.4,45.7,581.11
09.12.2019,20:52,0,0,21.2,0,4.2,359,87.2,0,989.6,45.7,581.11
09.12.2019,21:07,0,0,21.2,0,4.2,359,87.2,0,990.1,45.7,581.11
09.12.2019,21:22,0,0,21.2,0,4.1,358,87.2,0,993.1,45.7,581.11
09.12.2019,21:37,0,0,21.2,0,4.1,357,87.2,0,996.1,45.7,581.11
09.12.2019,21:52,0,0,21.2,0,4.1,356,87.2,0,998.9,45.7,581.11
09.12.2019,22:07,0,0,21.1,0,4.1,356,87.3,0,1001.4,45.7,581.11
09.12.2019,22:22,0,0,21.1,0,4.1,355,87.3,0,998.8,45.7,581.11
09.12.2019,22:37,0,0,21.1,0,4.1,354,87.4,0,995.9,45.7,581.11
09.12.2019,22:52,0,0,21,0,4.1,354,87.5,0,992.8,45.7,581.11
09.12.2019,23:07,0,0,21,0,4.1,353,87.6,0,989.8,45.7,581.11
09.12.2019,23:22,0,0,21,0,4.2,352,87.6,0,989.2,45.7,581.11
09.12.2019,23:37,0,0,20.9,0,4.2,352,87.7,0,988.9,45.7,581.11
09.12.2019,23:52,0,0,20.9,0,4.2,351,87.8,0,988.9,45.7,581.11
10.12.2019,00:07,0,0,20.9,0,4.2,350,87.9,0,989.1,45.7,581.11
10.12.2019,00:22,0,0,20.8,0,4.2,350,88,0,991.8,45.7,581.11
10.12.2019,00:37,0,0,20.8,0,4.2,349,88,0,994.5,45.7,581.11
10.12.2019,00:52,0,0,20.7,0,4.2,348,88.1,0,997.1,45.7,581.11
10.12.2019,01:07,0,0,20.7,0,4.3,348,88.2,0,999.4,45.7,581.11
10.12.2019,01:22,0,0,20.7,0,4.2,348,88.2,0,996.9,45.7,581.11
10.12.2019,01:37,0,0,20.8,0,4.2,349,88.2,0,994,45.6,581.11
10.12.2019,01:52,0,0,20.8,0,4.2,349,88.2,0,991.1,45.5,581.11
10.12.2019,02:07,0,0,20.8,0,4.2,350,88.2,0,988.1,45.4,581.11
10.12.2019,02:22,0,0,20.9,0,4.2,350,88.2,0,987.6,45.3,581.11
10.12.2019,02:37,0,0,20.9,0,4.2,350,88.2,0,987.4,45.2,581.11
10.12.2019,02:52,0,0,20.9,0,4.2,351,88.2,0,987.5,45.1,581.11
10.12.2019,03:07,0,0,20.9,0,4.2,351,88.2,0,987.8,45.1,581.11
10.12.2019,03:22,0,0,21,0,4.2,352,88.2,0,990.5,45,581.11
10.12.2019,03:37,0,0,21,0,4.1,352,88.2,0,993.4,44.9,581.11
10.12.2019,03:52,0,0,21,0,4.1,353,88.2,0,996,44.8,581.11
10.12.2019,04:07,0,0,21,0,4.1,353,88.2,0,998.4,44.7,581.11
10.12.2019,04:22,0,0,21.1,0,4.1,354,88,0,996.1,44.7,581.11
10.12.2019,04:37,0,0,21.1,0,4.1,354,87.7,0,993.5,44.6,581.11
10.12.2019,04:52,0,0,21.2,0,4.1,354,87.5,0,990.7,44.5,581.11
10.12.2019,05:07,0,0,21.2,0,4,354,87.3,0,988.1,44.5,581.11
10.12.2019,05:22,0,0,21.3,0,4,354,87,0,987.8,44.4,581.11
10.12.2019,05:37,0,0,21.3,0,4,355,86.8,0,987.8,44.4,581.11
10.12.2019,05:52,0,0,21.4,0,4,355,86.6,0,988.1,44.3,581.11
10.12.2019,06:07,17,17,21.4,288.72,4,355,86.4,0,988.7,44.2,581.11
10.12.2019,06:22,41,42,21.4,1118.599,3.9,355,86.1,0,991.7,44.2,581.11
10.12.2019,06:37,66,68,21.5,2213.005,3.9,356,85.9,0,994.7,44.1,581.11
10.12.2019,06:52,93,96,21.5,3385.72,3.9,356,85.7,0,997.6,44,581.11
10.12.2019,07:07,129,133,21.6,4990.025,3.9,356,85.4,0,1000.2,44,581.11
10.12.2019,07:22,173,179,21.8,7027.887,4,359,85,0,997.8,44,581.11
10.12.2019,07:37,216,223,22,8989.359,4.1,2,84.5,0,995.1,44,581.11
10.12.2019,07:52,256,265,22.2,10856.339,4.2,4,84,0,992.2,44.1,581.11
10.12.2019,08:07,300,313,22.5,12927.406,4.4,6,83.5,0,989.3,44.1,581.11
10.12.2019,08:22,347,361,22.7,15035.075,4.5,8,83,0,988.9,44.2,581.11
10.12.2019,08:37,390,407,22.9,16994.24,4.7,10,82.5,0,988.8,44.2,581.11
10.12.2019,08:52,431,450,23.1,18811.906,4.9,12,82,0,989,44.3,581.11
10.12.2019,09:07,475,497,23.3,20797.938,5,14,81.5,0,989.4,44.3,581.11
10.12.2019,09:22,525,554,23.5,23102.016,5.2,16,81,0,992.2,44.4,581.11
10.12.2019,09:37,563,595,23.7,24746.133,5.4,17,80.5,0,995.1,44.4,581.11
10.12.2019,09:52,591,625,24,25901.785,5.5,19,80,0,997.9,44.4,581.11
10.12.2019,10:07,610,644,24.1,26645.156,5.7,20,79.5,0,1000.3,44.5,581.11
10.12.2019,10:22,619,654,24.2,26993.928,5.7,20,79.3,0,997.7,44.5,581.11
10.12.2019,10:37,630,665,24.3,27387.91,5.7,21,79.1,0,994.8,44.5,581.11
10.12.2019,10:52,640,676,24.3,27826.812,5.7,21,78.9,0,991.8,44.4,581.11
10.12.2019,11:07,652,689,24.4,28325.311,5.7,21,78.7,0,988.8,44.4,581.11
10.12.2019,11:22,665,703,24.4,28882.18,5.7,21,78.5,0,988.2,44.4,581.11
10.12.2019,11:37,676,715,24.5,29345.578,5.7,22,78.3,0,987.9,44.4,581.11
10.12.2019,11:52,684,725,24.5,29716.262,5.7,22,78.1,0,987.9,44.4,581.11
10.12.2019,12:07,697,740,24.6,30298.246,5.7,22,77.9,0,988.1,44.4,581.11
10.12.2019,12:22,714,764,24.6,31258.52,5.6,23,77.7,0,990.8,44.3,581.11
10.12.2019,12:37,716,767,24.7,31378.355,5.6,23,77.5,0,993.5,44.3,581.11
10.12.2019,12:52,701,752,24.8,30823.826,5.6,23,77.3,0,996,44.3,581.11
10.12.2019,13:07,672,722,24.8,29671.168,5.6,23,77.1,0,998.3,44.3,581.11
10.12.2019,13:22,630,672,24.7,27754.916,5.6,23,77.4,0,995.8,44.3,581.11
10.12.2019,13:37,591,631,24.6,26144.336,5.5,23,77.8,0,993,44.2,581.11
10.12.2019,13:52,556,594,24.5,24677.031,5.4,22,78.1,0,990,44.2,581.11
10.12.2019,14:07,518,555,24.4,23082.033,5.4,22,78.5,0,987.1,44.1,581.11
10.12.2019,14:22,478,513,24.3,21353.531,5.3,21,78.9,0,986.7,44.1,581.11
10.12.2019,14:37,440,473,24.1,19683.35,5.3,21,79.2,0,986.4,44,581.11
10.12.2019,14:52,403,435,24,18070.455,5.2,20,79.6,0,986.5,44,581.11
10.12.2019,15:07,365,396,23.9,16395.01,5.2,20,79.9,0,986.8,43.9,581.11
10.12.2019,15:22,326,357,23.8,14650.989,5.1,19,80.3,0,989.5,43.9,581.11
10.12.2019,15:37,287,317,23.7,12808.141,5.1,19,80.6,0,992.3,43.8,581.11
10.12.2019,15:52,246,278,23.6,10969.386,5,18,81,0,995,43.8,581.11
10.12.2019,16:07,204,234,23.5,8901.21,4.9,18,81.4,0,997.3,43.7,581.11
10.12.2019,16:22,160,188,23.4,6768.457,4.8,17,81.8,0,995,43.7,581.11
10.12.2019,16:37,116,138,23.2,4619.985,4.7,16,82.2,0,992.5,43.6,581.11
10.12.2019,16:52,71,89,23,2122.606,4.6,15,82.6,0,989.8,43.5,581.11
10.12.2019,17:07,25,25,22.8,741.969,4.4,14,83,0,987.1,43.4,581.11
10.12.2019,17:22,0,0,22.7,0,4.3,12,83.4,0,986.9,43.3,581.11
10.12.2019,17:37,0,0,22.5,0,4.2,11,83.8,0,986.9,43.3,581.11
10.12.2019,17:52,0,0,22.3,0,4.1,10,84.2,0,987.2,43.2,581.11
10.12.2019,18:07,0,0,22.2,0,4,8,84.6,0,987.8,43.1,581.11
10.12.2019,18:22,0,0,22,0,3.9,7,85,0,990.8,43,581.11
10.12.2019,18:37,0,0,21.8,0,3.7,5,85.4,0,993.9,42.9,581.11
10.12.2019,18:52,0,0,21.6,0,3.6,4,85.8,0,996.8,42.8,581.11
10.12.2019,19:07,0,0,21.5,0,3.5,2,86.2,0,999.4,42.8,581.11
10.12.2019,19:22,0,0,21.4,0,3.5,1,86.2,0,997,42.8,581.11
10.12.2019,19:37,0,0,21.4,0,3.4,359,86.2,0,994.2,42.9,581.11
10.12.2019,19:52,0,0,21.3,0,3.4,358,86.3,0,991.3,43,581.11
10.12.2019,20:07,0,0,21.3,0,3.3,356,86.3,0,988.5,43.1,581.11
10.12.2019,20:22,0,0,21.3,0,3.3,355,86.3,0,988.1,43.2,581.11
10.12.2019,20:37,0,0,21.2,0,3.2,353,86.3,0,987.9,43.3,581.11
10.12.2019,20:52,0,0,21.2,0,3.2,352,86.3,0,988.1,43.4,581.11
10.12.2019,21:07,0,0,21.1,0,3.2,350,86.3,0,988.5,43.5,581.11
10.12.2019,21:22,0,0,21.1,0,3.1,348,86.4,0,991.3,43.5,581.11
10.12.2019,21:37,0,0,21,0,3.1,347,86.4,0,994.2,43.6,581.11
10.12.2019,21:52,0,0,21,0,3.1,345,86.4,0,997,43.7,581.11
10.12.2019,22:07,0,0,20.9,0,3,343,86.4,0,999.4,43.8,581.11
10.12.2019,22:22,0,0,20.9,0,3,344,86.4,0,996.9,43.8,581.11
10.12.2019,22:37,0,0,20.9,0,3,344,86.3,0,994,43.8,581.11
10.12.2019,22:52,0,0,20.9,0,3.1,344,86.3,0,991.1,43.8,581.11
10.12.2019,23:07,0,0,20.9,0,3.1,345,86.2,0,988.1,43.8,581.11
10.12.2019,23:22,0,0,20.9,0,3.1,345,86.1,0,987.6,43.9,581.11
10.12.2019,23:37,0,0,20.9,0,3.1,346,86.1,0,987.4,43.9,581.11
10.12.2019,23:52,0,0,20.9,0,3.1,346,86,0,987.5,43.9,581.11
11.12.2019,00:07,0,0,20.9,0,3.1,346,86,0,987.8,43.9,581.11
11.12.2019,00:22,0,0,20.9,0,3.1,347,85.9,0,990.6,43.9,581.11
11.12.2019,00:37,0,0,20.9,0,3.1,347,85.8,0,993.4,43.9,581.11
11.12.2019,00:52,0,0,20.9,0,3.1,347,85.8,0,996,44,581.11
11.12.2019,01:07,0,0,20.9,0,3.1,348,85.7,0,998.4,44,581.11
11.12.2019,01:22,0,0,20.9,0,3.1,348,85.7,0,995.9,44,581.11
11.12.2019,01:37,0,0,20.9,0,3.1,347,85.7,0,993,43.9,581.11
11.12.2019,01:52,0,0,20.9,0,3.1,347,85.7,0,990.1,43.9,581.11
11.12.2019,02:07,0,0,20.9,0,3.1,347,85.6,0,987.1,43.9,581.11
11.12.2019,02:22,0,0,21,0,3.1,347,85.6,0,986.6,43.9,581.11
11.12.2019,02:37,0,0,21,0,3.1,347,85.6,0,986.4,43.9,581.11
11.12.2019,02:52,0,0,21,0,3.1,347,85.6,0,986.5,43.9,581.11
11.12.2019,03:07,0,0,21,0,3.1,346,85.6,0,986.8,43.8,581.11
11.12.2019,03:22,0,0,21,0,3.1,346,85.5,0,989.5,43.8,581.11
11.12.2019,03:37,0,0,21,0,3.1,346,85.5,0,992.3,43.8,581.11
11.12.2019,03:52,0,0,21,0,3.2,346,85.5,0,995,43.8,581.11
11.12.2019,04:07,0,0,21.1,0,3.2,346,85.5,0,997.4,43.8,581.11
11.12.2019,04:22,0,0,21.1,0,3.2,347,85.6,0,995.1,43.8,581.11
11.12.2019,04:37,0,0,21.1,0,3.2,347,85.7,0,992.5,43.8,581.11
11.12.2019,04:52,0,0,21.1,0,3.2,348,85.9,0,989.8,43.9,581.11
11.12.2019,05:07,0,0,21.1,0,3.2,349,86,0,987.1,43.8,581.11
11.12.2019,05:22,0,0,21.1,0,3.2,350,86.1,0,986.9,43.8,581.11
11.12.2019,05:37,0,0,21.1,0,3.2,351,86.2,0,986.9,43.8,581.11
11.12.2019,05:52,0,0,21.1,0,3.2,351,86.4,0,987.2,43.8,581.11
11.12.2019,06:07,4,4,21.1,0,3.2,352,86.5,0,987.8,43.9,581.11
11.12.2019,06:22,9,9,21.1,72.034,3.2,353,86.7,0,990.8,44.1,581.11
11.12.2019,06:37,20,20,21.1,389.076,3.3,354,86.8,0,993.9,44.3,581.11
11.12.2019,06:52,37,36,21.1,971.954,3.3,354,87,0,996.8,44.3,581.11
11.12.2019,07:07,77,77,21.2,2639.365,3.3,355,87,0,999.4,44,581.11
11.12.2019,07:22,142,145,21.3,5574.89,3.8,358,85.6,0,996.9,42.1,581.11
11.12.2019,07:37,200,206,21.5,8266.945,4.3,1,84.1,0,994,40,581.11
11.12.2019,07:52,251,260,21.7,10635.764,4.8,3,82.6,0,991,37.9,581.11
11.12.2019,08:07,300,313,21.8,12961.817,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,08:22,346,361,21.9,15086.018,5.4,5,81.1,0,987.9,35.6,581.11
11.12.2019,08:37,390,407,21.9,17067.428,5.4,5,81.1,0,987.9,35.6,581.11
11.12.2019,08:52,430,450,21.9,18913.039,5.3,5,81.1,0,988,35.8,581.11
11.12.2019,09:07,475,498,21.8,20930.674,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,09:22,525,554,21.8,23270.723,5.3,4,81.1,0,988.2,36.1,581.11
11.12.2019,09:37,563,595,21.8,24950.785,5.3,4,81.1,0,988.2,36.1,581.11
11.12.2019,09:52,591,625,21.8,26140.566,5.3,5,81.1,0,988.2,36.1,581.11
11.12.2019,10:07,610,644,21.8,26911.754,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,10:22,619,654,21.8,27271.275,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,10:37,629,665,21.8,27675.6,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,10:52,640,676,21.8,28125.471,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,11:07,652,689,21.8,28634.111,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,11:22,665,703,21.8,29201.268,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,11:37,675,715,21.8,29676.115,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,11:52,684,725,21.8,30059.404,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,12:07,697,740,21.8,30656.414,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,12:22,714,764,21.8,31636.623,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,12:37,715,767,21.8,31766.174,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,12:52,701,752,21.8,31211.484,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,13:07,672,722,21.8,30046.943,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,13:22,630,672,21.8,28094.494,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,13:37,591,631,21.8,26450.934,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,13:52,556,594,21.8,24952.906,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,14:07,518,555,21.8,23328.203,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,14:22,478,513,21.8,21571.791,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,14:37,439,472,21.8,19874.49,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,14:52,402,434,21.8,18235.363,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,15:07,365,396,21.8,16533.629,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,15:22,326,357,21.8,14763.24,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,15:37,286,317,21.8,12901.55,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,15:52,246,278,21.8,11051.76,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,16:07,204,234,21.8,8973.843,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,16:22,161,188,21.8,6831.758,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,16:37,117,139,21.8,4672.82,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,16:52,72,90,21.8,2154.222,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,17:07,26,25,21.8,765.154,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,17:22,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,17:37,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,17:52,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,18:07,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,18:22,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,18:37,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,18:52,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,19:07,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,19:22,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,19:37,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,19:52,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,20:07,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,20:22,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,20:37,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,20:52,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,21:07,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,21:22,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
11.12.2019,21:37,0,0,21.8,0,5.3,5,81.1,0,988.1,36,581.11
